round,g_type,n_samples,mean_occupancy,std_occupancy,ci_lower,ci_upper
7,unbalanced_strong,207,0.5830845141179364,0.26682691311391366,0.546734839255434,0.6194341889804388
8,balanced,2805,0.640749905914921,0.26160680101185285,0.6310684946619246,0.6504313171679174
8,unbalanced_weak,197,0.6221372704851452,0.26350358521232725,0.5853405183942176,0.6589340225760728
8,unbalanced_strong,243,0.6352997677751268,0.25487096693572336,0.6032538066769977,0.6673457288732558
9,balanced,2776,0.6479311453156625,0.26123339539429574,0.6382131869143944,0.6576491037169306
9,unbalanced_weak,264,0.6364631507311517,0.2717859060948878,0.6036777089709308,0.6692485924913726
9,unbalanced_strong,202,0.616582084148843,0.2677196386681253,0.57966217558202,0.6535019927156659
10,balanced,2826,0.6468857409689073,0.2578244282968248,0.6373798231363228,0.6563916588014918
10,unbalanced_weak,178,0.6457292967750622,0.25187991446488694,0.6087260691433142,0.6827325244068102
10,unbalanced_strong,244,0.6262402676867249,0.2602833767950416,0.5935809136527541,0.6588996217206957
11,balanced,2788,0.6494402064882213,0.26236269669515644,0.6397012646366736,0.659179148339769
11,unbalanced_weak,253,0.6342085387300918,0.26916779942267705,0.6010405669896618,0.6673765104705217
11,unbalanced_strong,197,0.6099307426517224,0.2608208609095856,0.5735086174980972,0.6463528678053476
12,balanced,2803,0.6471061604139103,0.2620068595674049,0.6374064853863634,0.6568058354414573
12,unbalanced_weak,197,0.6381783611353189,0.26788982519320914,0.6007690959924047,0.6755876262782331
12,unbalanced_strong,244,0.6282255451805426,0.2619540267367741,0.5953565644366924,0.6610945259243929
13,balanced,2800,0.6532240199349605,0.263142004694624,0.643477103680123,0.662970936189798
13,unbalanced_weak,242,0.6361170969308899,0.2562858988880738,0.6038267210971223,0.6684074727646575
13,unbalanced_strong,202,0.6007443997088796,0.25728312466868897,0.5652637398446639,0.6362250595730953
14,balanced,2812,0.6361383382214438,0.2603666387368991,0.6265148227316254,0.6457618537112623
14,unbalanced_weak,195,0.6602291448740939,0.2769372376208047,0.6213586453671063,0.6990996443810815
14,unbalanced_strong,236,0.6196217059331389,0.2599866728447866,0.5864512717620922,0.6527921401041856
15,balanced,2773,0.6423906116278539,0.26008626587788164,0.6327100945377849,0.6520711287179229
15,unbalanced_weak,246,0.6351045347772912,0.2844443634731065,0.5995589347240262,0.6706501348305562
15,unbalanced_strong,225,0.5950195175986732,0.2626811763926427,0.5606958438833679,0.6293431913139785
16,balanced,2815,0.6346555948945863,0.2633979099462829,0.6249252284448783,0.6443859613442944
16,unbalanced_weak,208,0.6543670646689204,0.27310159762039526,0.6172521347705034,0.6914819945673373
16,unbalanced_strong,219,0.5934265985200903,0.2551445979411002,0.5596340931418904,0.6272191038982902
17,balanced,2783,0.6365074182289985,0.26019402646228634,0.6268403053436247,0.6461745311143723
17,unbalanced_weak,237,0.6131607001625528,0.2886300822562165,0.5764135646014844,0.6499078357236211
17,unbalanced_strong,225,0.5902411107314021,0.2660946876761264,0.5554714048750549,0.6250108165877493
18,balanced,2792,0.6336409108462483,0.2629671286811654,0.6238865272882456,0.643395294404251
18,unbalanced_weak,230,0.6151471191338043,0.27563144611228174,0.5795249044234291,0.6507693338441795
18,unbalanced_strong,220,0.6162745235588654,0.2649019425503583,0.5812695403250607,0.65127950679267
19,balanced,2805,0.6414343874928001,0.2615531856559952,0.6317549604095866,0.6511138145760137
19,unbalanced_weak,213,0.6134717045573147,0.2722052440718379,0.576915360398516,0.6500280487161134
19,unbalanced_strong,227,0.6204981225829638,0.25501607122127207,0.5873231407677332,0.6536731043981944
20,balanced,2799,0.6309510887901171,0.26076381732827164,0.6212905365754103,0.6406116410048238
20,unbalanced_weak,218,0.6279728807527378,0.2712202875536454,0.5919689434595847,0.6639768180458909
20,unbalanced_strong,226,0.6130208767094808,0.2808723836481553,0.5764015047437717,0.6496402486751899
21,balanced,2786,0.6361772500527874,0.2613864620969365,0.6264710641330646,0.6458834359725101
21,unbalanced_weak,230,0.6131846990436824,0.27316688617671797,0.577881000541924,0.6484883975454409
21,unbalanced_strong,228,0.6379568499654951,0.2571491747754151,0.6045778145123991,0.671335885418591
22,balanced,2790,0.6362813295031281,0.26051241310274265,0.6266145371144505,0.6459481218918057
22,unbalanced_weak,236,0.6214853162503016,0.2678250729475239,0.5873148187615117,0.6556558137390914
22,unbalanced_strong,218,0.6483798432713324,0.27965570257580796,0.6112561219227937,0.685503564619871
